2017011886	0	0
2018010606	0	0
2018011029	1	10
2018011917	0	0
2018012137	0	0
2018080126	0	0
2019010519	0	0
2019010745	0	0
2019010840	0	0
2019010861	0	0
2019011261	1	10
2019011321	0	0
2019011583	1	10
2019011594	1	10
2019011643	0	0
2019011660	1	10
2019012191	1	10
2019012427	1	10
2019012623	0	0
2019013291	0	0
2019013361	1	10
2019050012	0	0
2019050014	0	0
2019080126	0	0
2020010261	0	0
2020010334	0	0
2020010399	1	10
2020010409	1	0
2020010488	0	0
2020010548	0	0
2020010689	0	0
2020010772	1	10
2020010967	1	0
2020011195	1	10
2020011222	1	10
2020011234	0	0
2020011235	1	10
2020011245	0	0
2020011467	1	10
2020011513	1	10
2020011520	0	0
2020011563	1	10
2020012443	1	10
2020012567	1	10
2020012576	1	10
2020012577	1	0
2020012656	1	10
2020012756	0	0
2020012857	0	0
2020013148	1	10
2020013301	1	10
2020030014	1	10
2020080088	0	0
2020080094	1	10
2020080105	1	0
2020080172	1	0
2021010521	0	0
2021010612	1	10
2021010689	0	0
2021010690	0	0
2021010691	1	10
2021010699	1	10
2021010700	1	10
2021010704	1	10
2021010705	0	0
2021010706	1	10
2021010707	0	0
2021010709	1	10
2021010710	1	10
2021010711	1	0
2021010712	1	10
2021010715	1	10
2021010716	1	10
2021010722	1	10
2021010724	1	10
2021010727	1	10
2021010728	1	10
2021010729	1	10
2021010731	1	10
2021010733	1	10
2021010738	1	10
2021010739	0	0
2021010740	1	10
2021010742	0	0
2021010743	1	10
2021010748	1	10
2021010750	0	0
2021010751	1	0
2021010753	1	10
2021010754	1	10
2021010756	0	0
2021010757	0	0
2021010758	1	10
2021010759	1	0
2021010760	1	10
2021010761	1	10
2021010764	1	10
2021010765	1	10
2021010766	1	10
2021010769	1	10
2021010772	1	10
2021010773	0	0
2021010775	1	10
2021010783	1	10
2021010786	1	10
2021010787	1	10
2021010789	0	0
2021010790	1	10
2021010791	1	10
2021010792	1	10
2021010793	1	10
2021010794	1	10
2021010796	0	0
2021010797	1	10
2021010798	1	10
2021010800	1	10
2021010801	1	10
2021010802	1	10
2021010807	0	0
2021010809	1	10
2021010811	0	0
2021010812	1	10
2021010813	1	10
2021010814	0	0
2021010815	0	0
2021010816	1	10
2021010817	1	10
2021010819	1	10
2021010822	0	0
2021010823	1	10
2021010824	1	10
2021010834	0	0
2021010835	1	10
2021010839	0	0
2021010843	1	10
2021010846	1	10
2021010848	1	10
2021010849	1	10
2021010851	1	10
2021010854	1	10
2021010855	1	10
2021010859	1	10
2021011042	1	10
2021011776	1	10
2021011786	1	10
2021011790	1	0
2021011792	0	0
2021011794	1	0
2021011798	1	10
2021011799	1	10
2021011809	1	10
2021011821	0	0
2021011824	0	0
2021011837	0	0
2021011838	0	0
2021011841	0	0
2021011917	1	10
2021012207	0	0
2021012420	1	10
2021012677	1	10
2021012837	1	10
2021012884	1	10
2021012888	1	10
2021012892	0	0
2021012896	1	10
2021012898	1	10
2021012900	1	10
2021012904	1	10
2021012914	0	0
2021012916	1	10
2021012917	0	0
2021012922	1	10
2021012941	1	0
2021012954	1	10
2021012955	0	0
2021012957	1	10
2021012958	0	0
2021012968	1	10
2021013213	0	0
2021013310	1	10
2021013392	1	10
2021013402	1	10
2021013404	1	10
2021013409	1	10
2021013411	1	10
2021013415	1	10
2021013416	1	10
2021013417	1	10
2021013419	0	0
2021013438	1	0
2021030012	1	10
2021050007	0	0
2021050009	0	0
2021050011	1	10
2021080067	0	0
2021080068	1	10
2021080069	0	0
2021080070	1	10
2021080071	0	0
2021080077	1	10
2021080078	1	10
2021080079	0	0
2021080086	0	0
2021080090	0	0
2021080091	1	10
